Offense Case Type,Offense Date,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
NT,2021-05-03,23:40:00,2718 Guadalupe Street,,ACT,APD Do Not Use,9115,Asian,Male
NT,2021-05-04,3:21:00,400 Block East 7th Street,,ACT,APD Do Not Use,8205,Black or African American,Female
NT,2021-05-04,4:03:00,East 6th Street At Attayac Street,,ACT,APD Do Not Use,8883,,
NT,2021-05-04,13:18:00,609 Congress Avenue,,TERM,APD Do Not Use,7408,White,Male
NT,2021-05-04,14:20:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Male
NT,2021-05-05,7:00:00,400 Block Red River Street,,IN,APD Do Not Use,7950,Asian,Male
NT,2021-05-05,21:35:00,600 Block Neches Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-05-05,22:15:00,717 East 7th Street,,ACT,APD Do Not Use,8205,Black or African American,Male
NT,2021-05-05,22:29:00,E 7TH ST,,ACT,Other Agency,8205,Black or African American,Male
NT,2021-05-06,2:02:00,E 7TH ST,,TERM,Other Agency,8205,Hispanic or Latino,Female
NT,2021-05-06,2:13:00,300 Block East 6th Street,,ACT,APD Do Not Use,8205,Black or African American,Female
NT,2021-05-06,22:56:00,310 East 5th Street,,ACT,APD Do Not Use,8126,White,Male
NT,2021-05-07,0:00:00,East 6th Street,Ih 35,ACT,APD Do Not Use,9218,Hispanic or Latino,Female
NT,2021-05-07,6:30:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-05-07,6:45:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-05-08,2:09:00,East 6th Street,San Jacinto Bouelvard,ACT,APD Do Not Use,8201,Black or African American,Male
NT,2021-05-08,9:30:00,600 Block Sabine Street,,ACT,APD Do Not Use,7284,,
NT,2021-05-09,0:00:00,77 Rainey Street,,ACT,APD Do Not Use,8380,Black or African American,Male
NT,2021-05-09,2:30:00,300 Block East 6th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2021-05-09,10:22:00,715 East 8th Street,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-05-11,11:25:00,600 Block Waller Creek,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2021-05-12,6:00:00,100 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-05-12,7:30:00,700 Block Red River,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-05-12,7:34:00,700 Block Red River Street,,ACT,APD Do Not Use,7638,Black or African American,Male
NT,2021-05-13,3:22:00,15th Street And Red River Street,,ACT,APD Do Not Use,9268,White,Male
NT,2021-05-13,6:15:00,500 Block Brazos Street,,TERM,APD Do Not Use,3968,Hispanic or Latino,Female
NT,2021-05-14,16:00:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Male
NT,2021-05-15,0:00:00,20 NORTH IH35 SERVICE ROAD,,ACT,APD Do Not Use,7804,White,Female
NT,2021-05-15,0:00:00,1500 Block Red River Street,,ACT,APD Do Not Use,9250,Black or African American,Female
NT,2021-05-15,9:40:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-05-15,15:35:00,E Cesar Chavez Street And San Marcos St,,TERM,APD Do Not Use,AP9229,White,Male
NT,2021-05-16,0:00:00,525 North Lamar Boulevard,,ACT,APD Do Not Use,8149,White,Male
TR,2021-05-17,0:00:00,600 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Female
NT,2021-05-17,19:07:00,East Cesar Chavez And San Jacinto Street,,ACT,APD Do Not Use,7765,White,Male
NT,2021-05-17,21:12:00,401 East 6th Street,,TERM,APD Do Not Use,7245,Black or African American,Male
NT,2021-05-19,18:00:00,917 North Lamar Boulevard,,TERMA,APD Do Not Use,7764,White,Male
NT,2021-05-20,6:30:00,804 Congress Avenue,,TERM,APD Do Not Use,7284,Black or African American,Male
NT,2021-05-20,7:37:00,500 Block Trinity Street,,ACT,APD Do Not Use,7284,Black or African American,Male
NT,2021-05-20,20:45:00,400 Block East 6th Street,,ACT,APD Do Not Use,7804,White,Male
NT,2021-05-20,22:53:00,W 6TH ST,,TERM,Other Agency,8279,White,Male
NT,2021-05-20,22:59:00,W 6TH,,TERM,Other Agency,6174,Hispanic or Latino,Female
NT,2021-05-20,23:01:00,W 6TH ST,,TERM,Other Agency,8279,Asian,Male
NT,2021-05-20,23:40:00,W 6TH,,TERM,Other Agency,6174,White,Female
NT,2021-05-21,0:00:00,Colorado Street,West Cesar Chavez,ACT,APD Do Not Use,8570,White,Male
NT,2021-05-21,0:00:00,,,TERM,APD Do Not Use,4814,White,Male
NT,2021-05-21,2:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8674,Black or African American,Male
NT,2021-05-21,8:20:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-05-21,8:20:00,500 Block Brazos Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-05-21,18:40:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,White,Male
TR,2021-05-22,2:30:00,400 Block East 6th Street And Trinity St,,TERM,APD Do Not Use,8289,White,Female
NT,2021-05-23,0:00:00,7th Street And Trinity Street,,ACT,APD Do Not Use,8126,Hispanic or Latino,Male
NT,2021-05-25,0:00:00,214 East6th Street,,ACT,APD Do Not Use,7611,Black or African American,Male
NT,2021-05-29,0:00:00,1213 Sabine Street,,TERM,APD Do Not Use,8912,,
NT,2021-05-29,7:23:00,500 Block Brazos Street,,IN,APD Do Not Use,7433,White,Male
NT,2021-05-29,7:50:00,600 Block Neches Street,,ACT,APD Do Not Use,7433,Hispanic or Latino,Male
NT,2021-05-30,0:06:00,6th Street And Trinity Street,,ACT,APD Do Not Use,8103,,
NT,2021-05-30,0:33:00,E 6TH ST,,TERM,Other Agency,8205,White,Male
NT,2021-05-30,0:38:00,E 6TH ST,,TERM,Other Agency,8205,White,Male
NT,2021-05-30,0:51:00,715 West 6th Street,,ACT,APD Do Not Use,8067,White,Male
NT,2021-05-31,2:38:00,6th Street And Congress Avenue,,TERM,APD Do Not Use,8126,,
NT,2021-05-31,2:38:00,6th Street And Congress Avenue,,TERM,APD Do Not Use,8126,,
NT,2021-05-31,9:45:00,East 6th Street,Trinity Street,ACT,APD Do Not Use,7433,Black or African American,Male
TR,2021-06-01,2:50:00,500 Block Lavaca Street,,ACT,APD Do Not Use,7597,White,Male
TR,2021-06-03,22:05:00,West 6th Street,South Lamar Boulevard,IN,APD Do Not Use,7796,Hispanic or Latino,Male
NT,2021-06-04,7:00:00,400 Block San Antonio Street,,ACT,APD Do Not Use,7950,Black or African American,Male
NT,2021-06-05,12:28:00,100 Block East 6th Street,,TERM,APD Do Not Use,4556,White,Male
NT,2021-06-05,23:40:00,700 Block West 6th Street,,TERM,APD Do Not Use,7804,White,Female
NT,2021-06-05,23:40:00,700 Block West 6th Street,,TERM,APD Do Not Use,8067,White,Female
NT,2021-06-06,0:51:00,901 East 6th Street,,ACT,APD Do Not Use,9210,Black,Male
NT,2021-06-06,8:30:00,900 Block Congress Avenue,,TERM,APD Do Not Use,6136,White,Male
NT,2021-06-08,20:40:00,601 North Ih 35,,ACT,APD Do Not Use,7796,Black or African American,Male
NT,2021-06-10,0:01:00,2246 Guadalupe Street,,IN,APD Do Not Use,8194,Black or African American,Male
NT,2021-06-11,2:37:00,600 Block Trinity Street,,TERM,APD Do Not Use,8140,Black or African American,Male
NT,2021-06-12,0:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8205,Hispanic or Latino,Female
NT,2021-06-12,0:05:00,400 Block East 6th Street,,TERM,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-06-12,0:10:00,413 East 6th Street,,ACT,APD Do Not Use,8140,Black or African American,Female
NT,2021-06-12,0:10:00,411 East 6th Street,,ACT,APD Do Not Use,8888,Black or African American,Female
NT,2021-06-12,0:42:00,500 Block East 6th Street,,ACT,APD Do Not Use,7796,Black or African American,Male
NT,2021-06-12,20:30:00,900 BLOCK NORTH IH 35,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-06-13,0:00:00,31 North Ih 35,,ACT,APD Do Not Use,9223,White,Female
NT,2021-06-13,0:00:00,East Avenue Street,North Ih 35,ACT,APD Do Not Use,5193,Hispanic or Latino,Male
NT,2021-06-13,9:12:00,500 Block Brazos Street,,ACT,APD Do Not Use,6136,Black or African American,Male
NT,2021-06-13,9:32:00,600 Block Congress Avenue,,ACT,APD Do Not Use,4556,White,Male
NT,2021-06-14,1:20:00,400 Block East 6th Street,,IN,APD Do Not Use,8140,White,Female
NT,2021-06-14,11:00:00,2nd Street,Guadalupe Street,TERM,APD Do Not Use,8378,Black or African American,Male
NT,2021-06-14,19:40:00,2316 Guadalupe Street,,TERM,APD Do Not Use,9215,White,Male
NT,2021-06-15,10:00:00,500 Block Trinity Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-06-15,10:00:00,500 Trinity Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-06-15,10:45:00,200 Block East 6th Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-06-15,10:45:00,200 Block East 6th Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-06-15,11:20:00,100 Block Lavaca Street,,ACT,APD Do Not Use,7408,Hispanic or Latino,Female
NT,2021-06-15,21:48:00,419 Colorado Street,,ACT,APD Do Not Use,7592,White,Male
TR,2021-06-16,0:00:00,400 Block Congress Avenue,,IN,APD Do Not Use,6987,Black or African American,Male
NT,2021-06-16,0:00:00,7th Street,San Jacinto Street,TERM,APD Do Not Use,8103,,
NT,2021-06-16,2:21:00,300 Block East 6th Street,,ACT,APD Do Not Use,8674,,
NT,2021-06-16,2:21:00,300 Block East 6th Street,,TERM,APD Do Not Use,8674,White,Male
NT,2021-06-16,22:36:00,600 Block Red River Street,,ACT,APD Do Not Use,8674,,Male
NT,2021-06-17,6:41:00,100 Block West 6th Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-06-17,6:41:00,100 Block West 6th Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-06-17,7:00:00,600 Block South Congress Avenue,,TERM,APD Do Not Use,5193,White,Female
NT,2021-06-17,7:00:00,600 Block Congress Avenue,,TERM,APD Do Not Use,5193,White,Female
TR,2021-06-17,7:06:00,600 Block Congress Avenue,,IN,APD Do Not Use,5193,White,Male
NT,2021-06-17,8:40:00,600 Block Congress Avenue,,ACT,APD Do Not Use,5193,White,Male
NT,2021-06-17,8:40:00,600 Block Congress Avenue,,TERM,APD Do Not Use,5193,White,Male
TR,2021-06-17,8:48:00,600 Block Congress Avenue,,ACT,APD Do Not Use,5193,White,Male
NT,2021-06-18,1:58:00,400 Block Brazos Street,,TERM,APD Do Not Use,7785,Black or African American,Male
NT,2021-06-18,2:29:00,400 Block East 6th Street,,TERM,APD Do Not Use,8140,Hispanic or Latino,Male
NT,2021-06-18,8:00:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-06-18,15:09:00,613 SOUTH CONGRESS AVENUE,,ACT,APD Do Not Use,8740,Black or African American,Male
NT,2021-06-18,21:33:00,301 West 2nd Street,,ACT,APD Do Not Use,8279,Black or African American,Male
NT,2021-06-19,0:54:00,500 Block Trinity Street,,TERM,APD Do Not Use,8413,Asian,Male
NT,2021-06-19,1:30:00,300 Block San Antonio Street,,TERM,APD Do Not Use,7764,White,Male
NT,2021-06-19,1:35:00,E 6TH ST,,ACT,Other Agency,8140,White,Male
NT,2021-06-19,2:39:00,400 EAST 6TH ST,,TERM,Other Agency,8140,White,Male
NT,2021-06-19,4:33:00,E 6TH ST,,TERM,Other Agency,8140,Black or African American,Male
NT,2021-06-19,12:59:00,200 Block East 6th Street,,TERM,APD Do Not Use,7408,White,Male
NT,2021-06-20,0:32:00,400 Block East 6th Street,,IN,APD Do Not Use,8674,Hispanic or Latino,Male
NT,2021-06-20,13:09:00,500 Block San Jacinto Boulevard,,TERM,APD Do Not Use,4556,Hispanic or Latino,Male
NT,2021-06-21,2:47:00,600 BLOCK TRINITY STREET,,ACT,APD Do Not Use,8140,Black or African American,Male
NT,2021-06-21,12:30:00,1105 East Cesar Chavez Street,,ACT,APD Do Not Use,4556,White,Male
NT,2021-06-21,18:15:00,CONGRESS,,TERM,Other Agency,7764,Black or African American,Male
NT,2021-06-21,22:22:00,101 Colorado Street,,ACT,APD Do Not Use,7615,White,Male
NT,2021-06-22,15:07:00,CONGRESS AVE,,TERM,Other Agency,8594,Hispanic or Latino,Female
NT,2021-06-22,22:17:00,700 Block East Cesar Chavez Street,,TERM,APD Do Not Use,7796,White,Male
NT,2021-06-23,0:00:00,,,ACT,APD Do Not Use,8909,White,Female
NT,2021-06-23,22:44:00,408 Brazos Street,,ACT,APD Do Not Use,8103,White,Female
NT,2021-06-24,8:30:00,,,TERM,APD Do Not Use,7408,Black or African American,Female
NT,2021-06-24,8:30:00,600 Block Red River Street,,TERM,APD Do Not Use,7408,Black or African American,Female
NT,2021-06-24,8:30:00,600 Block Red River Street,,TERM,APD Do Not Use,7408,Black or African American,Female
NT,2021-06-24,8:30:00,,,TERM,APD Do Not Use,7408,Black or African American,Female
NT,2021-06-24,13:50:00,200 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Female
NT,2021-06-24,13:50:00,200 Block Congress Avenue,,ACT,APD Do Not Use,7408,White,Female
NT,2021-06-25,0:00:00,400 Block East 6th Street,,ACT,APD Do Not Use,8888,Hispanic or Latino,Female
NT,2021-06-25,0:13:00,100 Block East 6th Street,,ACT,APD Do Not Use,7785,White,Male
NT,2021-06-25,2:31:00,TRINITY ST,,ACT,Other Agency,8140,White,Male
NT,2021-06-25,2:31:00,TRINITY ST,,ACT,Other Agency,8140,White,Male
NT,2021-06-25,8:30:00,500 Block San Jacinto Boulevard,,ACT,APD Do Not Use,4988,Black or African American,Male
NT,2021-06-25,9:00:00,800 Block Congress Avenue,,ACT,APD Do Not Use,7638,White,Male
NT,2021-06-25,11:00:00,500 Block Brazos Street,,ACT,APD Do Not Use,7408,,Male
NT,2021-06-25,11:59:00,500 Block West Avenue,,ACT,APD Do Not Use,8205,Hispanic or Latino,Male
NT,2021-06-25,12:28:00,700 Block Red River Street,,ACT,APD Do Not Use,4988,Black or African American,Male
NT,2021-06-25,18:35:00,1109 East 4th Street And Waller Street,,TERM,APD Do Not Use,9224,,
TR,2021-06-25,20:41:00,300 Block East 6th Street,,TERM,APD Do Not Use,7796,,
NT,2021-06-26,0:00:00,East 6th Street And San Jacinto Blvd,,IN,APD Do Not Use,8953,,
NT,2021-06-26,3:18:00,E 6TH ST,BRAZOS,ACT,Other Agency,7597,White,Male
NT,2021-06-26,3:28:00,E 6TH ST,BRAZOS,ACT,Other Agency,7597,Black or African American,Male
NT,2021-06-26,4:19:00,San Jacinto Boulevard And East 4th,,TERM,APD Do Not Use,8205,Black or African American,Male
NT,2021-06-26,23:51:00,6th Street At Trinity Street,,ACT,APD Do Not Use,8888,White,Male
NT,2021-06-26,23:51:00,6th Street At Trinity Street,,ACT,APD Do Not Use,8888,White,Male
NT,2021-06-27,1:56:00,300 Block East 6th Street,,ACT,APD Do Not Use,8279,Black or African American,Female
NT,2021-06-27,1:56:00,300 Block East 6th Street,,ACT,APD Do Not Use,8279,Black or African American,Female
NT,2021-06-27,6:38:00,101 Colorado Street,,IN,APD Do Not Use,7887,Black or African American,Male
TR,2021-06-28,2:23:00,EN6TH ST,,ACT,Other Agency,8888,Black or African American,Male
NT,2021-06-29,10:15:00,613 Congress Avenue,,TERM,APD Do Not Use,3968,White,Male
NT,2021-06-29,10:32:00,East 5th Street And Brazos Street,,ACT,APD Do Not Use,7433,Black or African American,Male
NT,2021-07-01,0:01:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-07-01,0:04:00,600 Block Brazos Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-01,11:52:00,200 Block East 6th Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-07-01,11:52:00,200 Block East 6th Street,,IN,APD Do Not Use,5193,White,Male
NT,2021-07-01,11:52:00,200 Block East 6th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-01,11:52:00,200 Block East 6th Street,,TERM,APD Do Not Use,7408,White,Male
NT,2021-07-01,11:52:00,200 Block East 6th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-01,12:04:00,600 Block Brazos Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-01,12:07:00,600 Block Brazos Street,,TERM,APD Do Not Use,7408,Hispanic or Latino,Male
NT,2021-07-02,0:00:00,600 Block Brazos Street,,TERM,APD Do Not Use,7408,White,Male
NT,2021-07-02,0:00:00,,,TERM,APD Do Not Use,8422,White,Male
NT,2021-07-02,2:06:00,400 Block East 6th Street,,TERM,APD Do Not Use,8205,Hispanic or Latino,Female
NT,2021-07-02,2:10:00,419 East 6th Street,,IN,APD Do Not Use,8140,Hispanic or Latino,Female
NT,2021-07-02,8:47:00,200 Block East 6th Street,,TERM,APD Do Not Use,7408,White,Male
NT,2021-07-02,8:47:00,200 Block East 6th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-02,8:53:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-02,13:18:00,600 Block Brazos Street,,TERM,APD Do Not Use,7408,Black or African American,Male
NT,2021-07-02,13:18:00,600 Block Brazos Street,,IN,APD Do Not Use,7408,Black or African American,Male
NT,2021-07-02,13:18:00,600 Block Brazos Street,,IN,APD Do Not Use,7408,Black or African American,Male
NT,2021-07-03,1:20:00,300 Block East 6th Street,,TERM,APD Do Not Use,8140,White,Male
NT,2021-07-03,1:36:00,E 6TH ST,TRINITY ST,TERM,Other Agency,8413,Asian,Male
NT,2021-07-04,0:00:00,90 Block Rainey Street,,IN,APD Do Not Use,8569,White,Male
NT,2021-07-04,0:43:00,823 Congress Avenue,,ACT,APD Do Not Use,6802,Black or African American,Male
NT,2021-07-04,23:16:00,6th Street At Rio Grande Street,,TERM,APD Do Not Use,8289,Hispanic or Latino,Female
NT,2021-07-05,10:50:00,600 Block Brazos Street,,IN,APD Do Not Use,5193,White,Male
NT,2021-07-05,10:50:00,600 Block Brazos Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-07-05,13:30:00,500 Block Brazos Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-07-05,13:30:00,500 Block Brazos Street,,ACT,APD Do Not Use,5193,White,Male
NT,2021-07-05,13:45:00,200 Blcock East 6th Street,,IN,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-05,13:45:00,200 Block East 6th Street,,TERM,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-05,22:40:00,2400 Rio Grande Street,,IN,APD Do Not Use,8951,Hispanic or Latino,Male
NT,2021-07-07,1:44:00,300 Block East 6th Street,,TERM,APD Do Not Use,8888,,
NT,2021-07-07,6:40:00,500 Block Congress Avenue,,ACT,APD Do Not Use,6145,White,Male
NT,2021-07-07,7:50:00,200 Block East 6th Street,,ACT,APD Do Not Use,6145,White,Male
NT,2021-07-07,13:41:00,600 Block Red River Street,,ACT,APD Do Not Use,6145,White,Female
NT,2021-07-07,13:41:00,600 Block Red River Street,,ACT,APD Do Not Use,6145,White,Female
NT,2021-07-07,14:15:00,100 Block East 6th Street,,ACT,APD Do Not Use,6145,White,Male
NT,2021-07-09,2:15:00,6th Street And Trinity Street,,TERM,APD Do Not Use,8205,White,Male
NT,2021-07-09,6:00:00,200 Block East 6th Street,,IN,APD Do Not Use,3968,Black or African American,Female
NT,2021-07-09,6:15:00,200 Block East 6th Street,,IN,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-07-09,8:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-09,8:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-09,8:30:00,500 Block Brazos,,IN,APD Do Not Use,3968,White,Male
NT,2021-07-12,1:51:00,7th Street At Trinity Street,,TERM,APD Do Not Use,8103,Hispanic or Latino,Male
NT,2021-07-12,1:51:00,7th Street At Trinity Street,,TERM,APD Do Not Use,8103,Hispanic or Latino,Female
NT,2021-07-12,7:30:00,400 West 4th Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-12,7:30:00,400 West 4th Street,,IN,APD Do Not Use,7408,White,Male
NT,2021-07-12,8:10:00,223 East 6th Street,,ACT,APD Do Not Use,7408,White,Female
NT,2021-07-12,8:15:00,600 Block Brazos Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-12,10:05:00,East 7th Street And Sabine Street,,TERM,APD Do Not Use,7408,White,Female
NT,2021-07-12,10:05:00,East 7th Street And Sabine Street,,TERM,APD Do Not Use,7408,White,Female
NT,2021-07-14,6:25:00,500 Block Brazos Street,,TERM,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-14,7:35:00,300 Block East 6th Street,,ACT,APD Do Not Use,6145,Hispanic or Latino,Male
NT,2021-07-14,8:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-07-14,8:15:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,White,Male
NT,2021-07-14,9:33:00,200 Block East 7th Street - South Alley,,ACT,APD Do Not Use,6145,White,Male
NT,2021-07-14,13:35:00,600 Block Sabine Street,,ACT,APD Do Not Use,6145,Black or African American,Male
NT,2021-07-14,13:35:00,600 Block Sabine Street,,IN,APD Do Not Use,6145,Black or African American,Male
NT,2021-07-16,0:01:00,East Cesar Chavez At Walter Seaholm Dr,,TERM,APD Do Not Use,8107,Hispanic or Latino,Male
NT,2021-07-16,1:30:00,300 Block East 6th Street,,TERM,APD Do Not Use,8140,Other,Male
NT,2021-07-16,8:16:00,400 East 6th Street,,TERM,APD Do Not Use,5193,White,Male
NT,2021-07-16,8:40:00,500 Brazos Street,,ACT,APD Do Not Use,7408,White,Female
NT,2021-07-16,8:40:00,500 Brazos Street,,ACT,APD Do Not Use,7408,White,Female
NT,2021-07-16,9:10:00,200 West 3rd Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-16,9:10:00,200 West 3rd Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-16,10:33:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-16,10:55:00,200 East 6th Street,,ACT,APD Do Not Use,7408,White,Female
NT,2021-07-16,10:56:00,200 Block East 6th Street,,IN,APD Do Not Use,5193,Hispanic or Latino,Female
NT,2021-07-16,11:05:00,500 Red River Street,,ACT,APD Do Not Use,7408,White,Male
NT,2021-07-16,11:52:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-16,14:40:00,800 Block Congress Avenue,,ACT,APD Do Not Use,5193,Hispanic or Latino,Male
NT,2021-07-17,0:00:00,1200 Block Sabine,,TERM,APD Do Not Use,8354,White,Male
NT,2021-07-17,1:56:00,400 Block East 6th Street,,TERM,APD Do Not Use,7804,Black or African American,Male
NT,2021-07-17,1:57:00,400 Block East 6th Street,,TERM,APD Do Not Use,8674,Black or African American,Male
NT,2021-07-18,0:00:00,East 6th Street At Trinity Street,,TERM,APD Do Not Use,8425,,
NT,2021-07-18,1:26:00,1009 West 26th Street,,ACT,APD Do Not Use,9264,,
NT,2021-07-18,4:38:00,400 Block East 7th Street,,TERM,APD Do Not Use,8674,White,Female
NT,2021-07-18,7:18:00,500 Block Colorado Street,,TERM,APD Do Not Use,7433,White,Male
NT,2021-07-18,11:59:00,500 Block Trinity Street,,ACT,APD Do Not Use,7401,White,Male
TR,2021-07-19,7:41:00,CONGRESS AVE,,ACT,Other Agency,8594,Black or African American,Male
NT,2021-07-19,21:20:00,West 4th And Lavaca Street,,ACT,APD Do Not Use,6434,Black or African American,Male
NT,2021-07-19,21:20:00,West 4th And Lavaca Street,,ACT,APD Do Not Use,6434,Black or African American,Male
NT,2021-07-20,6:35:00,200 Block East 6th Street,,IN,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-07-20,7:00:00,422 Guadalupes Street,,ACT,APD Do Not Use,7400,Black or African American,Male
NT,2021-07-20,7:45:00,800 Congress Avenue,,ACT,APD Do Not Use,7400,Hispanic or Latino,Male
NT,2021-07-20,12:50:00,200 Block East 6th Street,,ACT,APD Do Not Use,7400,Black or African American,Male
NT,2021-07-20,14:12:00,Airport And Ih35,,TERM,APD Do Not Use,4540,White,Male
NT,2021-07-20,14:15:00,4100 South Ih 35,,ACT,APD Do Not Use,4600,White,Male
NT,2021-07-20,14:17:00,4100 Ih35,,ACT,APD Do Not Use,4600,Black or African American,Male
NT,2021-07-20,14:30:00,4100 North I35,,ACT,APD Do Not Use,4540,White,Female
NT,2021-07-20,14:30:00,4100 Ih35,,IN,APD Do Not Use,4600,White,Male
NT,2021-07-20,14:33:00,4100 Ih35,,ACT,APD Do Not Use,4600,White,Male
NT,2021-07-21,6:30:00,200 Block East 6th Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-22,7:58:00,600 Block Congress,,TERM,APD Do Not Use,7638,Hispanic or Latino,Male
NT,2021-07-22,10:40:00,9300 South I35 North Bound Service Road,,IN,APD Do Not Use,3926,Hispanic or Latino,Male
NT,2021-07-22,10:45:00,9100 South Ih35 Service Road North Bound,,TERM,APD Do Not Use,7328,Hispanic or Latino,Trans Female (Male to Female)
NT,2021-07-23,0:00:00,800 Block Congress Avenue,,ACT,APD Do Not Use,5193,White,Male
NT,2021-07-23,11:17:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-23,11:17:00,600 Block Brazos Street,,ACT,APD Do Not Use,5193,Black or African American,Male
NT,2021-07-23,14:00:00,East 7th Street And Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-07-23,14:00:00,East 7th Street And Brazos Street,,ACT,APD Do Not Use,7408,Black or African American,Male
NT,2021-07-23,16:01:00,West 5th Street At Congress Avenue,,IN,APD Do Not Use,7804,White,Male
NT,2021-07-24,0:09:00,400 Block East 6th Street,,TERM,APD Do Not Use,8205,White,Female
NT,2021-07-25,2:15:00,400 Block East 6th Street,,TERM,APD Do Not Use,8205,Black or African American,Female
NT,2021-07-25,7:45:00,500 Block Trinity Street,,ACT,APD Do Not Use,3968,Black or African American,Male
NT,2021-07-25,10:05:00,600 Block Brazos Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-07-25,10:25:00,600 Block Brazos Street,,ACT,APD Do Not Use,3968,Hispanic or Latino,Male
NT,2021-07-25,14:05:00,400 Block East 6th Street,,TERM,APD Do Not Use,7804,Black or African American,Female
NT,2021-07-26,12:49:00,East 7th Street And Congress Avenue,,ACT,APD Do Not Use,8110,White,Male
NT,2021-07-26,21:42:00,211 East 3rd Street,,ACT,APD Do Not Use,7705,Hispanic or Latino,Male
NT,2021-07-26,21:42:00,211 East 3rd Street,,ACT,APD Do Not Use,7705,Hispanic or Latino,Male
NT,2021-07-27,0:01:00,500 Block Brazos Street,,ACT,APD Do Not Use,7400,White,Female
NT,2021-07-27,9:18:00,2900 Gonzales Street,,IN,APD Do Not Use,6144,Hispanic or Latino,Male
NT,2021-07-28,8:33:00,East 6th Street At Brazos Street,,ACT,APD Do Not Use,6145,White,Female
NT,2021-07-29,0:00:00,West 6th Street At West Avenue,,TERM,APD Do Not Use,8888,White,Male
NT,2021-07-29,2:05:00,404 East 6th Street,,ACT,APD Do Not Use,8674,White,Male
